No,GACAR PART,SUBPART,APPENDIX,Subpart/ Appendix SECTION,Subpart / Appendix SUB-SECTION,OPS AREA,AREAS,SUBPART / APPENDIX HEADING,SUBPART SECTION / APPENDIX SECTION HEADING,REGULATION  STATEMENT,"COMPLIANCE STATUS
""C""""NC""N/A""""NF""",Department,AOC,Auditor Checklist Query,,,PRIMARY MANUAL,PRIMARY REFERENCE,SECONDARY MANUAL,SECONDARY REFERENCE,AUDITOR COMMENTS,AREAS EFFECTED,"REVIEW STATUS ""NC, N/A, RF, DEL""",DEPARTMENTAL APPROVAL,UPDATE STATUS,AREAS EFFECTED CORRECTED,REMARKS/ COMMENTS,QA FINAL CHECK,DEPARTMENT COMMENTS,QA COMMENTS,CHECK OTHER REFERENCE,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,NO,NO,NO,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
